ticket_id,merchant_id,ticket_created_date,ticket_category,ticket_status,resolution_time_hours
S008937,M00759,2025-01-11,Fraud Complaint,Pending,28
S008938,M02433,2025-06-08,KYC Verification,Pending,1
S008939,M00973,2024-07-28,Failed Payment,Escalated,22
S008940,M00046,2024-09-13,Fraud Complaint,Escalated,26
S008941,M02504,2024-03-24,API Integration,Escalated,7
S008942,M01126,2024-03-23,Fraud Complaint,Escalated,27
S008943,M00685,2024-03-02,Refund Request,Pending,26
S008944,M00384,2025-01-19,Account Access,Escalated,20
S008945,M00737,2025-03-18,Fraud Complaint,Pending,33
S008946,M02237,2024-10-07,Fraud Complaint,Resolved,20
S008947,M01334,2024-10-05,Fraud Complaint,Escalated,18
S008948,M02829,2024-11-29,Fraud Complaint,Pending,1
S008949,M01511,2024-07-24,Failed Payment,Pending,17
S008950,M00213,2025-05-06,API Integration,Escalated,20
S008951,M01783,2025-02-08,Refund Request,Resolved,28
S008952,M02775,2025-02-08,Fraud Complaint,Resolved,31
S008953,M01400,2025-02-04,Failed Payment,Resolved,29
S008954,M02762,2024-02-16,Account Access,Resolved,17
S008955,M02616,2024-10-24,Refund Request,Pending,27
S008956,M00563,2024-10-28,API Integration,Escalated,28
S008957,M00061,2024-04-20,Fraud Complaint,Escalated,14
S008958,M01859,2025-03-16,Fraud Complaint,Resolved,20
S008959,M02173,2024-09-27,Refund Request,Escalated,18
S008960,M01441,2024-10-06,Fraud Complaint,Pending,42
S008961,M01576,2024-07-17,KYC Verification,Escalated,13
S008962,M00169,2024-01-15,Refund Request,Pending,18
S008963,M00886,2024-10-05,Fraud Complaint,Escalated,24
S008964,M02982,2024-12-04,Refund Request,Resolved,38
S008965,M01358,2024-11-25,API Integration,Resolved,17
S008966,M02206,2024-07-19,Refund Request,Resolved,22
S008967,M02432,2025-06-06,KYC Verification,Escalated,22
S008968,M01221,2025-03-04,API Integration,Escalated,34
S008969,M00443,2024-11-07,Account Access,Pending,41
S008970,M01979,2024-02-28,API Integration,Escalated,31
S008971,M00119,2025-01-02,Refund Request,Resolved,32
S008972,M02646,2024-11-12,Fraud Complaint,Pending,7
S008973,M01431,2024-06-13,KYC Verification,Pending,13
S008974,M02845,2024-02-19,KYC Verification,Pending,30
S008975,M01489,2024-07-05,KYC Verification,Pending,26
S008976,M02040,2024-10-15,Failed Payment,Pending,33
S008977,M02534,2024-11-03,Fraud Complaint,Pending,20
S008978,M01379,2024-09-18,Account Access,Resolved,17
S008979,M00467,2024-06-11,KYC Verification,Pending,4
S008980,M02014,2024-05-03,Failed Payment,Escalated,27
S008981,M02900,2024-07-17,Fraud Complaint,Escalated,17
S008982,M02005,2025-04-19,Account Access,Escalated,42
S008983,M01811,2024-02-03,Refund Request,Escalated,6
S008984,M00021,2024-01-27,Failed Payment,Resolved,40
S008985,M02611,2025-03-29,Fraud Complaint,Escalated,9
S008986,M00883,2024-02-13,KYC Verification,Resolved,38
S008987,M02937,2025-02-21,Account Access,Resolved,14
S008988,M01918,2025-04-06,Refund Request,Pending,23
S008989,M00043,2025-03-11,Fraud Complaint,Escalated,22
S008990,M02769,2024-11-16,Refund Request,Escalated,33
S008991,M00781,2024-03-08,Account Access,Resolved,10
S008992,M02784,2024-03-26,KYC Verification,Escalated,13
S008993,M01063,2025-02-03,API Integration,Resolved,36
S008994,M00985,2024-08-25,Failed Payment,Resolved,31
S008995,M02330,2024-02-01,Refund Request,Pending,30
S008996,M02009,2024-06-18,Refund Request,Pending,38
S008997,M00834,2024-01-10,Fraud Complaint,Resolved,37
S008998,M00970,2025-03-23,API Integration,Pending,25
S008999,M00895,2025-03-01,Fraud Complaint,Resolved,21
S009000,M00635,2025-01-08,Fraud Complaint,Resolved,9
S009001,M02684,2024-06-19,Refund Request,Pending,17
S009002,M02469,2024-05-29,Failed Payment,Resolved,12
S009003,M02359,2024-12-24,Failed Payment,Resolved,25
S009004,M00145,2024-08-20,Fraud Complaint,Escalated,2
S009005,M00194,2024-08-11,Failed Payment,Pending,21
S009006,M02921,2024-12-27,Fraud Complaint,Resolved,34
S009007,M02449,2024-09-15,API Integration,Resolved,26
S009008,M02159,2024-04-16,KYC Verification,Resolved,27
S009009,M01944,2024-03-06,KYC Verification,Pending,28
S009010,M02858,2025-06-22,API Integration,Pending,11
S009011,M01013,2024-11-04,Refund Request,Resolved,13
S009012,M01116,2024-09-18,Failed Payment,Escalated,24
S009013,M02853,2024-04-01,Fraud Complaint,Resolved,19
S009014,M02420,2025-01-12,Account Access,Resolved,14
S009015,M00035,2024-08-03,Account Access,Pending,13
S009016,M02878,2025-04-17,Account Access,Resolved,32
S009017,M01874,2025-03-10,Refund Request,Resolved,30
S009018,M01182,2025-06-08,KYC Verification,Pending,33
S009019,M02260,2024-10-24,Account Access,Pending,57
S009020,M00948,2024-07-09,Refund Request,Pending,18
S009021,M02482,2024-11-10,KYC Verification,Resolved,22
S009022,M00533,2024-03-16,Fraud Complaint,Resolved,16
S009023,M01154,2024-09-29,Fraud Complaint,Escalated,32
S009024,M00400,2025-04-24,Fraud Complaint,Escalated,27
S009025,M00328,2024-06-19,Failed Payment,Escalated,32
S009026,M00473,2024-07-20,Fraud Complaint,Resolved,15
S009027,M00360,2024-03-10,Account Access,Resolved,8
S009028,M00439,2025-06-19,KYC Verification,Pending,22
S009029,M02731,2025-02-21,Failed Payment,Pending,25
S009030,M02609,2024-08-06,KYC Verification,Resolved,11
S009031,M01069,2024-03-25,Fraud Complaint,Resolved,14
S009032,M02539,2024-12-25,Account Access,Pending,13
S009033,M00769,2024-03-13,Fraud Complaint,Escalated,19
S009034,M01753,2024-04-23,Failed Payment,Resolved,27
S009035,M00118,2024-11-10,Account Access,Escalated,27
S009036,M02373,2024-02-01,API Integration,Escalated,22
S009037,M02439,2024-02-17,API Integration,Resolved,22
S009038,M02315,2025-04-29,Failed Payment,Pending,22
S009039,M00912,2024-05-16,Refund Request,Resolved,20
S009040,M01676,2025-02-22,API Integration,Pending,6
S009041,M02441,2024-01-13,Failed Payment,Pending,3
S009042,M02933,2024-08-21,Fraud Complaint,Escalated,25
S009043,M01122,2024-05-09,API Integration,Resolved,46
S009044,M00863,2024-08-27,Refund Request,Escalated,26
S009045,M00376,2025-03-30,Fraud Complaint,Escalated,18
S009046,M02208,2025-02-07,KYC Verification,Resolved,9
S009047,M00756,2025-01-08,Fraud Complaint,Pending,24
S009048,M01108,2024-09-22,Refund Request,Resolved,29
S009049,M02449,2025-01-08,Failed Payment,Escalated,18
S009050,M02001,2025-04-14,Account Access,Resolved,17
S009051,M02085,2024-04-13,KYC Verification,Escalated,20
S009052,M00924,2025-04-20,API Integration,Resolved,38
S009053,M01241,2024-05-14,Fraud Complaint,Pending,26
S009054,M01438,2024-07-09,Account Access,Escalated,31
S009055,M01112,2025-04-14,Failed Payment,Resolved,4
S009056,M01006,2024-07-21,Account Access,Escalated,39
S009057,M00468,2025-01-19,Refund Request,Escalated,11
S009058,M00563,2025-01-18,Failed Payment,Pending,32
S009059,M00137,2024-08-05,Failed Payment,Escalated,7
S009060,M01660,2025-04-28,Refund Request,Escalated,28
S009061,M02268,2024-01-22,Fraud Complaint,Pending,23
S009062,M01187,2025-01-17,Refund Request,Escalated,36
S009063,M00595,2024-08-13,Failed Payment,Escalated,20
S009064,M01269,2024-12-22,API Integration,Escalated,14
S009065,M00961,2025-04-24,Account Access,Resolved,42
S009066,M02163,2025-06-21,Failed Payment,Escalated,19
S009067,M02732,2024-07-13,Refund Request,Resolved,19
S009068,M02853,2025-02-16,Fraud Complaint,Escalated,22
S009069,M00978,2025-04-10,Account Access,Resolved,17
S009070,M02421,2025-06-09,Failed Payment,Escalated,23
S009071,M01199,2024-10-14,Failed Payment,Resolved,31
S009072,M02877,2024-12-22,Fraud Complaint,Escalated,6
S009073,M01425,2024-01-21,KYC Verification,Resolved,10
S009074,M02889,2025-01-12,Refund Request,Resolved,26
S009075,M00117,2025-05-01,API Integration,Escalated,20
S009076,M00759,2024-01-21,Account Access,Pending,20
S009077,M00976,2024-03-11,Account Access,Pending,24
S009078,M02362,2024-05-13,Refund Request,Pending,28
S009079,M00352,2024-05-15,KYC Verification,Pending,36
S009080,M00106,2025-04-29,API Integration,Escalated,10
S009081,M00655,2024-08-15,KYC Verification,Pending,1
S009082,M00111,2025-01-17,KYC Verification,Pending,17
S009083,M02035,2024-05-06,Account Access,Pending,14
S009084,M00842,2024-09-03,KYC Verification,Escalated,21
S009085,M02673,2025-05-02,Fraud Complaint,Resolved,6
S009086,M02726,2024-09-16,Refund Request,Resolved,4
S009087,M01145,2024-09-25,API Integration,Escalated,29
S009088,M02039,2024-02-14,Account Access,Pending,8
S009089,M02551,2024-09-20,Fraud Complaint,Escalated,28
S009090,M02489,2025-01-28,Failed Payment,Pending,28
S009091,M01662,2025-05-14,KYC Verification,Pending,30
S009092,M00661,2024-01-20,Fraud Complaint,Resolved,11
S009093,M02945,2024-07-15,Account Access,Escalated,34
S009094,M01018,2024-11-07,KYC Verification,Escalated,35
S009095,M00172,2025-03-11,Account Access,Escalated,49
S009096,M02595,2024-10-24,KYC Verification,Pending,31
S009097,M02201,2025-05-28,Account Access,Resolved,34
S009098,M02213,2025-02-17,API Integration,Resolved,9
S009099,M02542,2024-03-10,API Integration,Pending,31
S009100,M02557,2025-05-08,API Integration,Resolved,10
S009101,M00738,2024-05-31,Fraud Complaint,Resolved,6
S009102,M01569,2024-09-14,Account Access,Pending,34
S009103,M00750,2024-01-06,Refund Request,Resolved,37
S009104,M00821,2024-04-23,Fraud Complaint,Escalated,29
S009105,M01023,2024-05-31,Account Access,Resolved,18
S009106,M01566,2025-01-18,KYC Verification,Resolved,44
S009107,M02763,2024-10-25,Account Access,Pending,10
S009108,M02595,2025-01-28,Fraud Complaint,Resolved,19
S009109,M02609,2025-03-27,KYC Verification,Resolved,39
S009110,M00674,2024-01-09,KYC Verification,Pending,23
S009111,M01721,2024-03-14,Failed Payment,Resolved,23
S009112,M01930,2024-05-01,Refund Request,Pending,23
S009113,M02762,2024-09-09,Failed Payment,Pending,32
S009114,M00642,2025-02-27,Refund Request,Resolved,18
S009115,M02115,2024-06-06,Refund Request,Escalated,24
S009116,M02385,2024-04-16,Account Access,Pending,34
S009117,M02016,2025-01-09,API Integration,Escalated,30
S009118,M01767,2024-07-26,KYC Verification,Resolved,16
S009119,M00465,2025-04-22,Account Access,Resolved,42
S009120,M02953,2024-08-13,Refund Request,Pending,19
S009121,M02805,2024-07-19,KYC Verification,Pending,15
S009122,M01310,2024-09-28,KYC Verification,Pending,21
S009123,M02982,2024-08-11,Fraud Complaint,Pending,42
S009124,M02842,2024-02-21,Account Access,Pending,1
S009125,M02128,2024-04-04,KYC Verification,Pending,40
S009126,M01424,2024-07-20,Refund Request,Escalated,31
S009127,M02779,2024-02-11,Failed Payment,Resolved,1
S009128,M01514,2024-12-06,Fraud Complaint,Pending,28
S009129,M02014,2024-10-25,KYC Verification,Resolved,14
S009130,M02213,2024-07-20,Account Access,Resolved,24
S009131,M00031,2024-06-12,KYC Verification,Pending,30
S009132,M01171,2024-06-30,Failed Payment,Resolved,15
S009133,M01461,2024-07-28,Fraud Complaint,Pending,21
S009134,M00830,2024-03-30,Failed Payment,Pending,38
S009135,M01121,2024-01-15,API Integration,Pending,27
S009136,M01112,2024-08-27,KYC Verification,Resolved,30
S009137,M01021,2024-11-25,KYC Verification,Escalated,20
S009138,M01987,2024-06-27,Failed Payment,Escalated,22
S009139,M00893,2025-06-18,Account Access,Pending,21
S009140,M00778,2024-12-27,Fraud Complaint,Escalated,30
S009141,M02846,2024-06-01,Account Access,Resolved,11
S009142,M01089,2024-12-12,KYC Verification,Escalated,11
S009143,M02512,2024-07-18,KYC Verification,Escalated,32
S009144,M01732,2025-06-11,Failed Payment,Escalated,22
S009145,M02526,2024-04-27,Failed Payment,Escalated,40
S009146,M00569,2024-06-12,Refund Request,Escalated,34
S009147,M02200,2024-10-23,Refund Request,Resolved,32
S009148,M00609,2025-03-06,KYC Verification,Escalated,25
S009149,M02901,2024-07-16,KYC Verification,Pending,30
S009150,M00728,2025-06-13,KYC Verification,Resolved,5
S009151,M01458,2024-05-08,API Integration,Resolved,13
S009152,M02415,2025-03-23,Fraud Complaint,Escalated,28
S009153,M02524,2024-11-21,API Integration,Pending,33
S009154,M01549,2025-04-05,API Integration,Escalated,12
S009155,M00809,2024-09-28,Failed Payment,Escalated,26
S009156,M00132,2025-06-18,API Integration,Pending,37
S009157,M01413,2024-07-02,API Integration,Pending,35
S009158,M00344,2025-06-01,Account Access,Pending,23
S009159,M00516,2025-06-23,Failed Payment,Pending,20
S009160,M00074,2024-02-14,Failed Payment,Resolved,16
S009161,M01203,2025-02-10,Failed Payment,Resolved,37
S009162,M02179,2024-12-05,Failed Payment,Escalated,17
S009163,M01469,2024-06-16,API Integration,Pending,7
S009164,M01832,2024-10-12,Refund Request,Pending,9
S009165,M00746,2024-07-04,API Integration,Pending,30
S009166,M00734,2024-08-10,API Integration,Resolved,20
S009167,M00186,2024-02-03,Refund Request,Pending,35
S009168,M02326,2024-07-29,Fraud Complaint,Pending,10
S009169,M02564,2024-01-08,API Integration,Pending,32
S009170,M02999,2024-03-12,Account Access,Escalated,16
S009171,M02502,2024-03-20,Account Access,Pending,24
S009172,M00108,2024-09-05,Refund Request,Escalated,37
S009173,M02551,2024-03-22,API Integration,Resolved,29
S009174,M00574,2025-01-20,Failed Payment,Escalated,24
S009175,M02538,2025-01-16,Fraud Complaint,Pending,34
S009176,M01058,2025-03-26,Fraud Complaint,Resolved,16
S009177,M00647,2024-06-14,Account Access,Escalated,14
S009178,M02639,2024-12-05,Failed Payment,Escalated,9
S009179,M01017,2024-12-04,Failed Payment,Resolved,15
S009180,M01983,2025-07-02,API Integration,Resolved,20
S009181,M00890,2024-11-26,KYC Verification,Escalated,38
S009182,M00711,2024-11-19,Failed Payment,Escalated,11
S009183,M01852,2025-05-25,Refund Request,Escalated,23
S009184,M02282,2025-05-09,Refund Request,Resolved,24
S009185,M01672,2024-08-14,API Integration,Escalated,31
S009186,M02624,2025-01-19,KYC Verification,Pending,28
S009187,M02826,2025-04-27,KYC Verification,Escalated,26
S009188,M02077,2025-05-26,Failed Payment,Resolved,21
S009189,M02629,2025-02-01,API Integration,Pending,35
S009190,M01590,2024-04-07,Refund Request,Escalated,22
S009191,M01799,2025-03-21,Failed Payment,Resolved,25
S009192,M02195,2024-03-12,KYC Verification,Pending,35
S009193,M02142,2025-02-05,KYC Verification,Escalated,23
S009194,M01792,2024-05-11,KYC Verification,Escalated,11
S009195,M00356,2025-07-01,Account Access,Resolved,24
S009196,M02057,2024-08-17,Account Access,Pending,22
S009197,M02486,2024-11-20,Failed Payment,Escalated,24
S009198,M01214,2024-02-20,Refund Request,Escalated,26
S009199,M00665,2024-09-12,Failed Payment,Resolved,10
S009200,M01545,2024-07-06,Account Access,Resolved,24
S009201,M01123,2024-03-30,Fraud Complaint,Pending,24
S009202,M01680,2025-04-03,Refund Request,Escalated,33
S009203,M01912,2024-05-21,Fraud Complaint,Pending,25
S009204,M00145,2024-01-24,Failed Payment,Pending,32
S009205,M00573,2025-03-12,Refund Request,Pending,25
S009206,M00115,2024-05-05,Refund Request,Escalated,27
S009207,M01043,2025-01-08,Fraud Complaint,Pending,33
S009208,M02030,2024-06-28,KYC Verification,Pending,24
S009209,M02900,2024-11-13,API Integration,Escalated,27
S009210,M02275,2024-09-06,Fraud Complaint,Escalated,11
S009211,M00608,2024-01-04,Refund Request,Escalated,18
S009212,M02885,2024-04-06,Account Access,Pending,17
S009213,M01248,2024-08-10,KYC Verification,Pending,1
S009214,M02989,2024-06-30,Failed Payment,Resolved,24
S009215,M02989,2024-01-07,KYC Verification,Escalated,34
S009216,M02927,2025-05-14,Refund Request,Escalated,18
S009217,M01106,2024-09-18,API Integration,Pending,18
S009218,M02018,2025-05-26,Failed Payment,Escalated,17
S009219,M02878,2024-12-02,Fraud Complaint,Escalated,29
S009220,M01623,2025-06-08,Fraud Complaint,Escalated,28
S009221,M02093,2024-02-04,Fraud Complaint,Pending,19
S009222,M01963,2024-08-25,Account Access,Pending,14
S009223,M01758,2024-04-10,Account Access,Resolved,27
S009224,M01862,2025-05-23,Failed Payment,Pending,19
S009225,M00643,2025-05-13,Refund Request,Pending,31
S009226,M00610,2024-08-05,Fraud Complaint,Pending,8
S009227,M00148,2024-08-16,API Integration,Escalated,25
S009228,M00877,2025-06-18,Account Access,Pending,29
S009229,M01230,2024-06-09,Refund Request,Resolved,21
S009230,M00424,2024-12-31,Fraud Complaint,Resolved,24
S009231,M02471,2024-05-18,KYC Verification,Resolved,19
S009232,M00434,2025-04-20,KYC Verification,Escalated,12
S009233,M01342,2024-05-06,Failed Payment,Resolved,10
S009234,M00164,2025-04-20,Failed Payment,Escalated,23
S009235,M00953,2024-07-09,API Integration,Pending,27
S009236,M00919,2025-04-17,KYC Verification,Pending,22
S009237,M02964,2025-06-18,API Integration,Escalated,16
S009238,M02592,2024-09-26,Fraud Complaint,Escalated,17
S009239,M02897,2025-05-03,API Integration,Pending,31
S009240,M02857,2025-06-20,Fraud Complaint,Escalated,30
S009241,M02497,2024-09-24,Fraud Complaint,Pending,31
S009242,M02219,2024-01-28,Account Access,Resolved,36
S009243,M01863,2024-12-12,KYC Verification,Resolved,29
S009244,M00080,2024-03-02,API Integration,Escalated,27
S009245,M01339,2025-03-31,Refund Request,Resolved,25
S009246,M00436,2025-02-12,Refund Request,Resolved,37
S009247,M02901,2024-03-29,API Integration,Resolved,30
S009248,M00716,2024-10-16,Refund Request,Resolved,33
S009249,M00046,2024-10-03,Account Access,Resolved,33
S009250,M02755,2024-08-15,Account Access,Pending,23
S009251,M01726,2024-10-10,Account Access,Pending,16
S009252,M00199,2025-04-03,Failed Payment,Resolved,27
S009253,M02843,2024-12-14,KYC Verification,Pending,28
S009254,M00958,2024-03-16,Refund Request,Escalated,47
S009255,M00598,2024-04-26,API Integration,Escalated,32
S009256,M02139,2024-07-20,API Integration,Resolved,28
S009257,M01946,2024-06-13,KYC Verification,Resolved,34
S009258,M00360,2024-12-21,Refund Request,Escalated,7
S009259,M00343,2024-12-16,Failed Payment,Escalated,23
S009260,M01196,2024-12-25,KYC Verification,Pending,15
S009261,M02278,2024-09-24,KYC Verification,Pending,23
S009262,M01553,2024-07-20,KYC Verification,Resolved,30
S009263,M02347,2025-01-15,Refund Request,Pending,10
S009264,M01430,2024-12-25,Failed Payment,Resolved,25
S009265,M00801,2025-06-15,Fraud Complaint,Resolved,21
S009266,M01004,2024-09-24,API Integration,Pending,17
S009267,M01561,2025-01-03,Fraud Complaint,Resolved,34
S009268,M02767,2024-03-27,API Integration,Resolved,37
S009269,M02112,2024-05-30,Fraud Complaint,Escalated,36
S009270,M01907,2024-12-05,Fraud Complaint,Pending,38
S009271,M02238,2025-01-07,Account Access,Escalated,28
S009272,M01116,2024-03-06,Refund Request,Resolved,22
S009273,M02207,2024-10-27,Refund Request,Pending,6
S009274,M02202,2024-06-04,API Integration,Resolved,26
S009275,M01222,2025-06-24,Refund Request,Escalated,16
S009276,M01619,2024-06-19,KYC Verification,Pending,22
S009277,M00158,2025-04-01,Refund Request,Escalated,17
S009278,M01629,2025-03-07,API Integration,Resolved,18
S009279,M01278,2024-03-06,Account Access,Pending,26
S009280,M00760,2025-04-21,KYC Verification,Resolved,24
S009281,M00760,2025-05-20,API Integration,Resolved,16
S009282,M00478,2024-07-17,Fraud Complaint,Resolved,21
S009283,M02063,2024-11-03,Fraud Complaint,Pending,29
S009284,M02328,2025-05-09,Fraud Complaint,Pending,30
S009285,M01222,2024-10-21,API Integration,Escalated,27
S009286,M00301,2024-05-17,API Integration,Escalated,26
S009287,M02504,2024-04-01,KYC Verification,Pending,30
S009288,M02278,2025-06-14,Refund Request,Resolved,35
S009289,M00194,2024-12-27,Failed Payment,Escalated,19
S009290,M00130,2024-09-07,API Integration,Escalated,18
S009291,M02619,2024-06-12,Failed Payment,Pending,18
S009292,M02281,2024-03-25,Account Access,Resolved,16
S009293,M02664,2025-02-11,Account Access,Resolved,36
S009294,M00944,2025-05-28,Fraud Complaint,Resolved,21
S009295,M02961,2025-01-22,Failed Payment,Pending,17
S009296,M01736,2025-03-26,Fraud Complaint,Pending,28
S009297,M00533,2024-06-23,Failed Payment,Escalated,26
S009298,M00095,2024-10-24,KYC Verification,Pending,36
S009299,M01137,2024-02-03,KYC Verification,Pending,43
S009300,M00692,2024-02-28,Refund Request,Pending,27
S009301,M01734,2024-01-02,Account Access,Pending,38
S009302,M02624,2024-10-27,API Integration,Resolved,13
S009303,M00875,2024-01-27,Refund Request,Pending,41
S009304,M01302,2024-05-08,KYC Verification,Escalated,41
S009305,M00766,2024-04-19,KYC Verification,Resolved,20
S009306,M01238,2024-10-19,Refund Request,Escalated,26
S009307,M01848,2025-05-06,KYC Verification,Escalated,36
S009308,M00309,2025-03-17,Fraud Complaint,Pending,20
S009309,M01982,2024-09-05,KYC Verification,Escalated,22
S009310,M02389,2024-08-04,Failed Payment,Escalated,41
S009311,M02189,2025-06-26,Account Access,Resolved,44
S009312,M02502,2024-10-14,KYC Verification,Resolved,23
S009313,M02179,2024-08-07,KYC Verification,Escalated,14
S009314,M00297,2024-02-02,KYC Verification,Escalated,33
S009315,M00597,2025-03-15,Refund Request,Escalated,29
S009316,M01768,2024-04-25,Account Access,Escalated,26
S009317,M02889,2024-03-15,Failed Payment,Escalated,33
S009318,M02785,2024-03-16,Fraud Complaint,Pending,16
S009319,M01620,2025-05-25,API Integration,Pending,38
S009320,M02780,2024-03-25,Account Access,Pending,4
S009321,M02709,2024-01-31,API Integration,Resolved,7
S009322,M00907,2024-07-10,KYC Verification,Escalated,20
S009323,M02938,2025-03-15,API Integration,Escalated,35
S009324,M02304,2025-01-23,Failed Payment,Escalated,24
S009325,M01106,2024-03-28,Fraud Complaint,Pending,23
S009326,M00679,2024-12-27,Fraud Complaint,Escalated,18
S009327,M00293,2024-04-26,Account Access,Resolved,10
S009328,M01935,2024-05-09,KYC Verification,Pending,25
S009329,M01739,2025-03-28,Fraud Complaint,Pending,11
S009330,M02467,2025-04-23,API Integration,Resolved,10
S009331,M02997,2025-06-05,Fraud Complaint,Pending,1
S009332,M01173,2024-05-03,Refund Request,Resolved,31
S009333,M01347,2024-02-18,Account Access,Pending,32
S009334,M01825,2025-07-04,Account Access,Pending,18
S009335,M01402,2025-03-11,Refund Request,Escalated,11
S009336,M02989,2025-06-04,Refund Request,Resolved,28
S009337,M02424,2024-06-28,Failed Payment,Pending,34
S009338,M01715,2024-10-13,API Integration,Escalated,32
S009339,M02883,2024-10-05,Account Access,Escalated,23
S009340,M00687,2025-05-01,API Integration,Resolved,41
S009341,M00196,2025-02-21,KYC Verification,Resolved,45
S009342,M01448,2025-04-16,Account Access,Escalated,27
S009343,M02625,2024-06-07,Fraud Complaint,Resolved,27
S009344,M00947,2024-04-24,Fraud Complaint,Resolved,38
S009345,M00184,2024-01-06,Fraud Complaint,Resolved,34
S009346,M00925,2024-06-30,Fraud Complaint,Escalated,35
S009347,M01943,2024-05-07,API Integration,Resolved,25
S009348,M01601,2024-08-01,Failed Payment,Pending,20
S009349,M01350,2024-11-05,Failed Payment,Escalated,16
S009350,M02124,2025-04-19,Refund Request,Resolved,25
S009351,M00400,2024-07-05,Refund Request,Pending,34
S009352,M01987,2024-03-28,KYC Verification,Resolved,21
S009353,M00045,2025-03-12,Fraud Complaint,Pending,9
S009354,M01223,2024-07-02,Refund Request,Pending,5
S009355,M02366,2024-06-18,Refund Request,Pending,16
S009356,M00519,2025-03-08,API Integration,Pending,34
S009357,M01783,2024-06-08,KYC Verification,Pending,29
S009358,M00114,2024-12-18,Refund Request,Pending,24
S009359,M02036,2025-06-15,API Integration,Escalated,28
S009360,M01988,2024-08-21,API Integration,Resolved,14
S009361,M01041,2024-11-17,Fraud Complaint,Pending,32
S009362,M01391,2024-03-10,Fraud Complaint,Escalated,24
S009363,M01243,2024-08-27,API Integration,Escalated,39
S009364,M01174,2024-03-17,Account Access,Escalated,34
S009365,M00366,2025-01-02,Account Access,Escalated,42
S009366,M01933,2024-03-02,Refund Request,Escalated,16
S009367,M02636,2024-04-01,KYC Verification,Escalated,42
S009368,M02063,2024-06-16,Account Access,Pending,22
S009369,M00342,2024-03-05,KYC Verification,Resolved,30
S009370,M00348,2024-12-27,Failed Payment,Resolved,17
S009371,M00485,2024-01-12,Failed Payment,Pending,26
S009372,M00164,2024-12-06,API Integration,Escalated,29
S009373,M01107,2025-03-26,API Integration,Resolved,23
S009374,M02438,2024-05-22,KYC Verification,Escalated,33
S009375,M00017,2024-12-07,Account Access,Pending,40
S009376,M00282,2024-04-21,Failed Payment,Resolved,20
S009377,M02037,2024-05-15,Failed Payment,Resolved,5
S009378,M00652,2024-08-24,Failed Payment,Escalated,19
S009379,M02486,2024-05-21,Refund Request,Pending,31
S009380,M02081,2024-03-19,API Integration,Resolved,26
S009381,M02429,2025-03-08,Account Access,Resolved,4
S009382,M01085,2024-07-23,Refund Request,Resolved,20
S009383,M02892,2024-02-10,Failed Payment,Escalated,14
S009384,M02099,2025-05-27,API Integration,Resolved,17
S009385,M00669,2024-11-20,API Integration,Escalated,18
S009386,M01067,2024-02-26,Fraud Complaint,Escalated,30
S009387,M02440,2024-03-03,Fraud Complaint,Resolved,8
S009388,M00768,2024-04-06,KYC Verification,Escalated,26
S009389,M02684,2024-05-22,API Integration,Pending,12
S009390,M02431,2025-05-01,KYC Verification,Pending,17
S009391,M00947,2025-01-21,Account Access,Resolved,34
S009392,M02949,2025-05-23,Fraud Complaint,Escalated,28
S009393,M00301,2024-12-20,Fraud Complaint,Pending,10
S009394,M02864,2024-10-11,Account Access,Escalated,7
S009395,M02754,2024-05-25,Refund Request,Escalated,13
S009396,M01717,2024-04-01,Fraud Complaint,Resolved,5
S009397,M01481,2025-05-16,KYC Verification,Resolved,18
S009398,M02632,2024-04-11,KYC Verification,Escalated,13
S009399,M00156,2024-06-02,Failed Payment,Pending,31
S009400,M00125,2024-04-14,API Integration,Pending,11
S009401,M01381,2025-04-05,API Integration,Pending,23
S009402,M01799,2024-01-27,Failed Payment,Escalated,38
S009403,M02120,2024-04-08,Fraud Complaint,Resolved,22
S009404,M00527,2025-02-03,API Integration,Pending,8
S009405,M01997,2024-07-14,Account Access,Escalated,19
S009406,M00261,2024-08-02,API Integration,Pending,30
S009407,M02836,2024-12-31,KYC Verification,Escalated,20
S009408,M02379,2024-05-04,Failed Payment,Pending,19
S009409,M02196,2025-04-09,Fraud Complaint,Resolved,30
S009410,M00531,2024-06-22,Refund Request,Resolved,28
S009411,M01981,2025-04-02,Failed Payment,Resolved,16
S009412,M01233,2024-11-13,Failed Payment,Escalated,24
S009413,M01125,2025-05-30,API Integration,Resolved,5
S009414,M02247,2024-04-05,Failed Payment,Escalated,4
S009415,M01026,2024-10-24,Fraud Complaint,Pending,28
S009416,M02288,2024-01-31,Account Access,Resolved,14
S009417,M02320,2024-02-10,Failed Payment,Pending,23
S009418,M01621,2024-07-18,Failed Payment,Pending,26
S009419,M02551,2024-04-13,Account Access,Resolved,42
S009420,M01837,2024-02-22,KYC Verification,Resolved,34
S009421,M00400,2024-07-26,Failed Payment,Escalated,22
S009422,M02745,2024-04-10,Account Access,Resolved,29
S009423,M02085,2024-03-17,API Integration,Resolved,32
S009424,M00931,2024-09-03,Fraud Complaint,Resolved,21
S009425,M01988,2025-01-10,API Integration,Resolved,27
S009426,M01199,2024-04-29,KYC Verification,Pending,13
S009427,M02485,2024-09-30,Fraud Complaint,Pending,19
S009428,M01716,2025-06-29,Failed Payment,Escalated,12
S009429,M02567,2025-03-31,Refund Request,Pending,28
