merchant_id,signup_date,industry,country,business_size,acquisition_channel,customer_acquisition_cost,kyc_completed,api_integrated,time_to_first_transaction_days
M02314,2024-11-28,E-commerce,South Africa,SME,Sales Team,1549.32,1,1,12.0
M02315,2025-01-18,SaaS,South Africa,Enterprise,Partnership,768.02,1,0,11.0
M02316,2025-02-16,E-commerce,Kenya,Mid-Market,Referral,2286.4,1,1,14.0
M02317,2024-04-24,Gaming,South Africa,SME,Referral,3626.64,1,1,4.0
M02318,2025-03-14,Gaming,Nigeria,Mid-Market,Sales Team,6001.04,1,1,12.0
M02319,2024-07-30,Hospitality,Nigeria,Mid-Market,Referral,2269.19,1,0,0.0
M02320,2024-09-16,Education,Kenya,Enterprise,Paid Ads,4877.74,0,1,
M02321,2024-06-06,Hospitality,Ghana,SME,Sales Team,8226.98,1,0,2.0
M02322,2024-01-17,E-commerce,Nigeria,SME,Paid Ads,3239.72,1,1,8.0
M02323,2025-03-06,Healthcare,Kenya,SME,Partnership,4812.55,1,0,1.0
M02324,2024-08-08,Logistics,South Africa,SME,Partnership,4736.46,1,1,4.0
M02325,2024-11-25,Hospitality,Nigeria,Enterprise,Sales Team,3662.57,1,1,2.0
M02326,2024-03-06,Hospitality,Ghana,Mid-Market,Paid Ads,4096.95,1,1,6.0
M02327,2024-09-21,Retail,South Africa,SME,Organic,532.2,1,0,11.0
M02328,2024-12-29,Retail,Nigeria,Enterprise,Partnership,2125.6,1,1,11.0
M02329,2025-02-05,Hospitality,Kenya,Enterprise,Referral,3707.54,1,1,3.0
M02330,2025-04-30,Healthcare,Ghana,SME,Organic,2518.65,1,1,9.0
M02331,2024-01-14,Hospitality,Nigeria,Enterprise,Partnership,6589.87,1,1,6.0
M02332,2024-03-19,E-commerce,Nigeria,Enterprise,Sales Team,1523.76,1,1,10.0
M02333,2024-01-13,Retail,South Africa,Enterprise,Paid Ads,4091.02,1,1,5.0
M02334,2024-04-05,Logistics,Ghana,Mid-Market,Referral,9236.34,0,1,
M02335,2024-10-01,Logistics,South Africa,Mid-Market,Organic,1172.47,1,1,5.0
M02336,2024-05-20,SaaS,Ghana,Enterprise,Organic,3538.73,1,1,8.0
M02337,2024-11-22,SaaS,Nigeria,Mid-Market,Partnership,2042.95,1,0,5.0
M02338,2024-03-03,SaaS,Ghana,Mid-Market,Paid Ads,4272.83,1,1,7.0
M02339,2025-04-03,Retail,Nigeria,SME,Sales Team,3063.54,1,1,11.0
M02340,2025-03-08,Healthcare,Ghana,Mid-Market,Organic,402.45,1,0,18.0
M02341,2024-09-08,E-commerce,South Africa,SME,Sales Team,4583.65,1,1,10.0
M02342,2025-05-06,SaaS,Ghana,Enterprise,Sales Team,5566.74,1,1,0.0
M02343,2024-07-11,Healthcare,South Africa,SME,Referral,87.38,1,1,10.0
M02344,2024-06-01,E-commerce,Ghana,Enterprise,Partnership,3780.42,1,1,11.0
M02345,2024-11-19,E-commerce,Nigeria,Mid-Market,Paid Ads,2675.57,1,1,2.0
M02346,2024-09-04,E-commerce,Ghana,Enterprise,Paid Ads,1831.69,1,1,0.0
M02347,2025-04-19,SaaS,Ghana,Enterprise,Organic,1984.32,0,1,
M02348,2024-10-01,E-commerce,Ghana,SME,Paid Ads,2920.56,1,1,3.0
M02349,2024-02-28,Logistics,Nigeria,Mid-Market,Referral,1141.2,0,0,
M02350,2024-04-22,SaaS,Ghana,Mid-Market,Paid Ads,2767.4,1,1,13.0
M02351,2024-09-03,Logistics,Nigeria,Mid-Market,Partnership,7544.56,1,1,11.0
M02352,2024-11-29,Education,South Africa,Enterprise,Sales Team,5048.76,1,1,8.0
M02353,2024-08-11,Hospitality,Ghana,Mid-Market,Referral,2176.23,1,0,1.0
M02354,2024-04-11,Education,South Africa,SME,Partnership,6158.78,1,0,6.0
M02355,2025-02-10,Education,Ghana,SME,Sales Team,8944.36,0,1,
M02356,2024-08-09,Gaming,South Africa,Enterprise,Paid Ads,3989.04,1,0,14.0
M02357,2025-02-21,Healthcare,Nigeria,Enterprise,Sales Team,1003.7,1,1,16.0
M02358,2024-08-07,Logistics,Kenya,Mid-Market,Organic,1008.65,1,0,1.0
M02359,2024-08-18,Retail,Nigeria,Enterprise,Paid Ads,6960.34,1,1,8.0
M02360,2024-10-27,Hospitality,Kenya,Enterprise,Partnership,8676.99,1,0,7.0
M02361,2024-06-29,Hospitality,Nigeria,SME,Referral,4762.48,1,0,19.0
M02362,2025-02-18,Healthcare,South Africa,SME,Paid Ads,167.73,1,0,8.0
M02363,2024-05-05,SaaS,Ghana,Enterprise,Paid Ads,2593.15,1,1,7.0
M02364,2024-07-09,Retail,Kenya,SME,Organic,4484.38,0,1,
M02365,2024-06-12,E-commerce,Kenya,SME,Sales Team,4868.39,1,1,15.0
M02366,2024-10-17,Healthcare,Ghana,Enterprise,Organic,1006.68,1,1,15.0
M02367,2024-07-16,Education,Ghana,Enterprise,Referral,1633.91,1,1,4.0
M02368,2024-02-22,Education,Nigeria,Enterprise,Sales Team,6201.45,1,1,3.0
M02369,2024-12-15,Hospitality,Kenya,Mid-Market,Referral,2878.41,1,1,14.0
M02370,2024-04-10,E-commerce,South Africa,Mid-Market,Organic,5692.19,1,1,6.0
M02371,2024-05-20,Hospitality,Nigeria,SME,Sales Team,4849.9,1,1,5.0
M02372,2024-03-28,Healthcare,South Africa,SME,Partnership,8485.9,1,1,12.0
M02373,2024-01-11,Education,Nigeria,Enterprise,Partnership,6616.42,1,0,4.0
M02374,2024-01-03,Gaming,Kenya,SME,Sales Team,5077.87,1,1,3.0
M02375,2024-01-19,E-commerce,Kenya,Enterprise,Organic,2701.06,1,0,12.0
M02376,2024-02-05,Gaming,Nigeria,Mid-Market,Paid Ads,3423.91,1,1,3.0
M02377,2024-05-20,Healthcare,Kenya,Mid-Market,Organic,4478.79,1,0,12.0
M02378,2024-10-11,Healthcare,South Africa,Enterprise,Organic,995.87,1,0,9.0
M02379,2024-07-20,Education,South Africa,Mid-Market,Organic,4449.97,1,1,8.0
M02380,2025-03-07,Healthcare,Nigeria,SME,Referral,4331.05,1,1,8.0
M02381,2024-01-25,E-commerce,Ghana,SME,Paid Ads,3097.43,0,0,
M02382,2025-03-17,Hospitality,Ghana,SME,Organic,1583.45,1,1,8.0
M02383,2024-04-07,Healthcare,Nigeria,Enterprise,Organic,3606.73,1,1,1.0
M02384,2024-05-12,E-commerce,Nigeria,SME,Paid Ads,2678.86,1,1,6.0
M02385,2024-02-08,Education,Kenya,Enterprise,Partnership,7639.54,0,0,
M02386,2025-02-09,Hospitality,Kenya,Enterprise,Referral,3446.58,1,1,10.0
M02387,2025-04-18,Retail,South Africa,SME,Referral,3595.58,0,1,
M02388,2024-06-12,Retail,South Africa,Enterprise,Sales Team,6115.19,1,0,4.0
M02389,2024-12-08,SaaS,Ghana,Enterprise,Sales Team,7591.93,1,0,4.0
M02390,2024-12-04,Gaming,Kenya,Mid-Market,Sales Team,1467.12,1,0,0.0
M02391,2024-04-25,SaaS,Kenya,Mid-Market,Organic,3704.25,1,1,18.0
M02392,2024-06-29,Logistics,Ghana,Enterprise,Organic,3236.43,1,0,10.0
M02393,2024-02-08,Gaming,Nigeria,SME,Organic,3876.95,1,0,8.0
M02394,2024-12-09,Logistics,South Africa,Mid-Market,Referral,1290.68,1,1,7.0
M02395,2024-09-06,SaaS,Kenya,SME,Partnership,2285.68,0,0,
M02396,2025-01-24,Healthcare,Kenya,Enterprise,Sales Team,2876.88,1,1,0.0
M02397,2024-12-01,Retail,Nigeria,SME,Referral,8404.97,1,0,13.0
M02398,2025-04-14,Healthcare,South Africa,Mid-Market,Partnership,2182.14,0,0,
M02399,2024-09-19,Logistics,South Africa,SME,Organic,5466.67,1,1,4.0
M02400,2024-05-22,Hospitality,Ghana,Enterprise,Paid Ads,5120.47,1,0,23.0
M02401,2025-05-02,SaaS,Ghana,Mid-Market,Organic,4007.63,1,1,1.0
M02402,2025-01-16,SaaS,Ghana,SME,Sales Team,4547.25,1,0,0.0
M02403,2024-04-05,Education,Nigeria,Mid-Market,Partnership,1707.21,1,0,0.0
M02404,2024-08-19,Healthcare,Kenya,SME,Partnership,8965.93,1,0,6.0
M02405,2024-02-13,Healthcare,South Africa,SME,Referral,2909.11,1,1,12.0
M02406,2024-07-22,Hospitality,Kenya,SME,Sales Team,6907.18,1,1,7.0
M02407,2024-05-19,Healthcare,Nigeria,SME,Sales Team,1059.92,1,1,21.0
M02408,2025-01-09,Hospitality,Ghana,Mid-Market,Referral,375.71,1,1,5.0
M02409,2024-07-25,Retail,Kenya,Enterprise,Partnership,2260.6,1,0,0.0
M02410,2024-09-09,Hospitality,Nigeria,Enterprise,Organic,3380.76,1,1,16.0
M02411,2024-11-26,Logistics,Nigeria,SME,Organic,2359.0,1,0,0.0
M02412,2024-01-28,E-commerce,Kenya,SME,Organic,287.72,1,1,14.0
M02413,2024-09-29,SaaS,Kenya,SME,Partnership,7816.32,1,1,8.0
M02414,2024-12-24,Hospitality,South Africa,Mid-Market,Organic,3926.77,0,1,
M02415,2024-04-22,Education,South Africa,SME,Referral,4820.97,1,0,2.0
M02416,2025-02-06,Logistics,Kenya,Enterprise,Paid Ads,422.51,0,1,
M02417,2024-12-27,Education,Nigeria,SME,Referral,4216.18,1,1,5.0
M02418,2024-09-14,Gaming,Kenya,Enterprise,Referral,2243.42,1,1,7.0
M02419,2024-03-28,Healthcare,Nigeria,SME,Referral,3113.67,1,1,0.0
M02420,2024-06-19,Gaming,Ghana,SME,Sales Team,6866.27,1,0,4.0
M02421,2024-08-07,Healthcare,Nigeria,SME,Paid Ads,2139.89,1,1,13.0
M02422,2025-03-27,SaaS,Ghana,Enterprise,Organic,1429.31,1,1,23.0
M02423,2024-10-31,Healthcare,South Africa,Enterprise,Organic,1633.79,1,1,3.0
M02424,2024-09-07,Logistics,South Africa,SME,Organic,2896.05,1,1,14.0
M02425,2025-02-23,E-commerce,Kenya,SME,Partnership,1369.29,1,1,9.0
M02426,2024-09-14,Retail,Ghana,SME,Organic,4510.6,1,1,14.0
M02427,2024-06-04,Healthcare,South Africa,Mid-Market,Paid Ads,5029.88,1,1,11.0
M02428,2024-10-06,Education,South Africa,Mid-Market,Paid Ads,3854.52,1,1,8.0
M02429,2024-08-22,E-commerce,Kenya,Mid-Market,Paid Ads,1239.54,1,1,0.0
M02430,2025-04-01,Gaming,Nigeria,Mid-Market,Partnership,3430.56,1,1,3.0
M02431,2025-01-07,E-commerce,Ghana,Mid-Market,Referral,9106.89,1,0,2.0
M02432,2024-12-03,Retail,Kenya,Mid-Market,Organic,8100.28,0,0,
M02433,2024-05-05,Hospitality,Kenya,SME,Organic,1182.78,1,1,10.0
M02434,2024-04-09,Hospitality,Nigeria,Mid-Market,Partnership,3198.8,1,1,14.0
M02435,2025-04-05,Gaming,Ghana,Mid-Market,Paid Ads,12333.58,1,1,0.0
M02436,2025-03-30,Healthcare,South Africa,Enterprise,Sales Team,1093.13,1,1,1.0
M02437,2025-04-28,Education,Kenya,SME,Organic,3413.51,1,1,14.0
M02438,2024-10-23,Healthcare,Nigeria,Mid-Market,Sales Team,686.24,1,0,2.0
M02439,2024-10-17,Healthcare,Kenya,SME,Organic,1130.68,1,1,14.0
M02440,2024-09-12,Retail,South Africa,Enterprise,Referral,925.05,1,1,6.0
M02441,2024-09-24,Education,Ghana,Mid-Market,Sales Team,4334.4,0,1,
M02442,2024-05-27,SaaS,Kenya,SME,Sales Team,1305.46,1,1,13.0
M02443,2024-01-21,Logistics,Kenya,Enterprise,Organic,6678.63,1,1,2.0
M02444,2024-01-28,Gaming,Kenya,SME,Sales Team,7380.65,1,0,0.0
M02445,2024-06-29,E-commerce,Nigeria,Mid-Market,Referral,13496.48,1,1,7.0
M02446,2024-06-28,Education,Ghana,SME,Paid Ads,824.97,0,1,
M02447,2024-03-14,Logistics,South Africa,Enterprise,Organic,9558.18,1,1,5.0
M02448,2024-05-28,Logistics,Nigeria,Mid-Market,Paid Ads,1152.9,1,1,10.0
M02449,2024-05-07,Hospitality,South Africa,Mid-Market,Organic,2686.75,1,1,10.0
M02450,2025-04-02,Education,Kenya,Enterprise,Paid Ads,3267.37,1,1,4.0
M02451,2024-03-29,Hospitality,Kenya,Enterprise,Referral,2227.06,0,0,
M02452,2024-12-15,Logistics,Kenya,SME,Sales Team,3058.22,1,1,0.0
M02453,2024-10-10,Logistics,Kenya,Mid-Market,Organic,3128.06,1,1,8.0
M02454,2024-06-01,Gaming,Ghana,Mid-Market,Sales Team,5988.79,0,0,
M02455,2024-02-19,Retail,South Africa,Enterprise,Paid Ads,4796.71,0,1,
M02456,2024-09-14,Healthcare,South Africa,Mid-Market,Sales Team,1762.89,1,1,13.0
M02457,2024-08-26,Hospitality,South Africa,Mid-Market,Organic,3828.27,1,0,13.0
M02458,2025-04-12,E-commerce,South Africa,SME,Referral,472.4,0,1,
M02459,2024-11-10,Education,Ghana,Enterprise,Partnership,1867.54,1,1,16.0
M02460,2024-07-10,Retail,Kenya,SME,Sales Team,6183.15,1,1,6.0
M02461,2024-03-05,Hospitality,Nigeria,Mid-Market,Partnership,8188.15,1,1,10.0
M02462,2024-08-23,E-commerce,Nigeria,SME,Paid Ads,1210.94,1,1,5.0
M02463,2025-02-28,SaaS,Kenya,Enterprise,Organic,3613.96,1,1,15.0
M02464,2025-02-24,Education,South Africa,Enterprise,Paid Ads,5026.16,1,1,0.0
M02465,2025-03-18,E-commerce,Nigeria,Enterprise,Partnership,2010.81,1,1,9.0
M02466,2024-12-11,E-commerce,Ghana,Enterprise,Referral,2886.18,1,0,8.0
M02467,2024-10-14,Gaming,Ghana,SME,Referral,740.39,1,0,5.0
M02468,2024-06-03,Education,Nigeria,Mid-Market,Partnership,2296.63,1,1,18.0
M02469,2024-12-18,Logistics,Nigeria,SME,Organic,8576.01,0,1,
M02470,2024-03-19,SaaS,Nigeria,SME,Referral,3572.73,1,1,2.0
M02471,2024-02-23,Gaming,Nigeria,Enterprise,Sales Team,5406.97,1,1,12.0
M02472,2024-07-19,E-commerce,Nigeria,Mid-Market,Sales Team,661.27,1,1,7.0
M02473,2024-09-04,Retail,Ghana,Enterprise,Paid Ads,789.05,1,1,22.0
M02474,2025-02-24,Gaming,Nigeria,Mid-Market,Referral,3850.45,1,1,4.0
M02475,2024-11-21,E-commerce,Ghana,SME,Referral,2890.71,1,1,9.0
M02476,2024-03-28,Logistics,South Africa,Mid-Market,Paid Ads,1850.68,1,1,12.0
M02477,2024-05-28,SaaS,South Africa,Mid-Market,Paid Ads,6923.52,1,1,0.0
M02478,2024-07-19,Hospitality,Nigeria,Mid-Market,Sales Team,5895.38,1,1,7.0
M02479,2025-02-20,Hospitality,Ghana,SME,Paid Ads,4868.34,1,1,18.0
M02480,2024-08-22,SaaS,South Africa,SME,Partnership,1046.25,1,0,0.0
M02481,2024-06-04,E-commerce,South Africa,SME,Paid Ads,2883.78,1,1,5.0
M02482,2025-05-07,Retail,South Africa,Enterprise,Sales Team,802.5,1,1,4.0
M02483,2024-05-21,E-commerce,Ghana,Mid-Market,Partnership,2445.14,0,0,
M02484,2025-03-14,Logistics,Kenya,Enterprise,Partnership,10368.57,1,0,23.0
M02485,2024-07-18,SaaS,Ghana,Enterprise,Referral,3520.8,1,1,8.0
M02486,2024-06-29,Healthcare,South Africa,Enterprise,Referral,6638.65,1,1,3.0
M02487,2024-05-22,Education,South Africa,SME,Sales Team,2331.49,0,1,
M02488,2024-07-11,Gaming,Ghana,Enterprise,Partnership,8005.92,1,1,0.0
M02489,2025-02-01,Education,Ghana,Enterprise,Paid Ads,2166.51,1,0,0.0
M02490,2024-10-28,Healthcare,South Africa,SME,Organic,2498.49,1,1,4.0
M02491,2024-01-16,Retail,Ghana,SME,Organic,6525.29,1,1,1.0
M02492,2024-09-12,Gaming,Kenya,SME,Referral,2245.62,1,1,8.0
M02493,2024-02-23,Retail,South Africa,Mid-Market,Organic,444.31,1,1,9.0
M02494,2024-02-01,Education,Nigeria,SME,Organic,3136.48,1,1,7.0
M02495,2024-08-14,Healthcare,Nigeria,SME,Paid Ads,2972.71,1,0,0.0
M02496,2024-02-25,Gaming,South Africa,SME,Partnership,4658.58,1,0,7.0
M02497,2024-10-11,Logistics,Ghana,Mid-Market,Sales Team,9298.06,1,0,11.0
M02498,2024-08-12,Education,Ghana,SME,Referral,8169.05,1,1,13.0
M02499,2024-08-10,Logistics,Nigeria,Enterprise,Organic,8236.61,1,1,20.0
M02500,2024-11-18,SaaS,Ghana,SME,Referral,5884.11,1,1,3.0
M02501,2025-04-02,E-commerce,Kenya,Mid-Market,Partnership,6777.77,1,1,7.0
M02502,2024-10-06,SaaS,Kenya,SME,Partnership,2207.61,1,0,6.0
M02503,2024-09-11,Logistics,Ghana,Enterprise,Sales Team,6565.73,1,1,7.0
M02504,2024-09-13,Healthcare,Kenya,Enterprise,Partnership,3447.47,0,0,
M02505,2025-03-12,Retail,Nigeria,Mid-Market,Sales Team,3213.34,1,1,15.0
M02506,2024-11-16,Hospitality,Nigeria,Enterprise,Organic,1810.16,1,1,16.0
M02507,2024-03-06,Education,Nigeria,SME,Sales Team,6637.86,1,1,9.0
M02508,2024-04-28,E-commerce,Kenya,SME,Referral,4389.3,1,1,13.0
M02509,2025-02-24,Education,Kenya,Mid-Market,Paid Ads,4112.46,1,1,5.0
M02510,2024-02-04,Retail,Kenya,SME,Partnership,6785.1,1,1,3.0
M02511,2024-10-21,Logistics,Kenya,Mid-Market,Partnership,1859.05,1,0,3.0
M02512,2024-01-30,SaaS,South Africa,Mid-Market,Organic,2167.15,0,0,
M02513,2024-01-17,Healthcare,South Africa,Mid-Market,Referral,1617.82,1,1,11.0
M02514,2024-06-20,E-commerce,Ghana,SME,Partnership,2426.84,1,1,11.0
M02515,2025-02-22,Healthcare,Nigeria,SME,Sales Team,2656.66,1,0,11.0
M02516,2024-02-07,E-commerce,Kenya,SME,Sales Team,1443.22,1,0,4.0
M02517,2024-11-02,SaaS,South Africa,SME,Paid Ads,6618.41,1,1,2.0
M02518,2025-01-05,E-commerce,Nigeria,SME,Sales Team,1858.72,1,1,4.0
M02519,2024-09-16,Logistics,Kenya,Mid-Market,Sales Team,3813.52,1,1,7.0
M02520,2024-06-04,Logistics,Nigeria,SME,Organic,5022.98,1,1,3.0
M02521,2025-01-31,Logistics,South Africa,Enterprise,Organic,8503.8,1,0,11.0
M02522,2024-10-09,Gaming,Nigeria,Mid-Market,Sales Team,1401.21,1,0,0.0
M02523,2024-12-22,Retail,South Africa,Enterprise,Sales Team,6105.31,1,1,2.0
M02524,2024-10-08,Retail,Nigeria,Mid-Market,Organic,4737.34,1,1,14.0
M02525,2025-04-04,Healthcare,Kenya,SME,Paid Ads,4276.07,0,1,
M02526,2024-08-11,E-commerce,Ghana,SME,Organic,3016.88,1,0,16.0
M02527,2024-10-28,E-commerce,Ghana,Mid-Market,Partnership,2457.1,1,1,3.0
M02528,2024-10-17,E-commerce,Nigeria,Enterprise,Referral,1084.46,1,1,9.0
M02529,2025-02-20,E-commerce,Nigeria,SME,Referral,4280.16,1,1,2.0
M02530,2024-08-12,Retail,Kenya,SME,Paid Ads,662.01,1,0,17.0
M02531,2024-06-28,Logistics,Kenya,SME,Partnership,2149.25,1,1,7.0
M02532,2024-07-22,Gaming,Nigeria,Enterprise,Organic,3615.88,1,0,10.0
M02533,2024-02-09,Education,Ghana,Mid-Market,Paid Ads,1241.12,1,0,8.0
M02534,2025-04-04,Logistics,South Africa,Enterprise,Paid Ads,1766.25,1,1,10.0
M02535,2025-04-27,Healthcare,Kenya,Enterprise,Referral,1263.15,1,1,9.0
M02536,2024-09-26,Education,Kenya,Enterprise,Partnership,6896.83,1,1,8.0
M02537,2024-09-14,SaaS,Nigeria,Mid-Market,Sales Team,2514.91,1,1,12.0
M02538,2024-12-27,Gaming,Kenya,SME,Referral,855.4,1,0,12.0
M02539,2025-04-11,Retail,Ghana,Mid-Market,Partnership,4217.89,1,1,13.0
M02540,2024-04-17,SaaS,Kenya,Enterprise,Referral,1131.33,1,1,15.0
M02541,2024-01-19,Logistics,South Africa,Enterprise,Sales Team,4144.53,1,1,3.0
M02542,2025-05-02,SaaS,Nigeria,Mid-Market,Organic,7028.13,0,0,
M02543,2024-05-18,Education,South Africa,Mid-Market,Organic,10646.78,1,0,12.0
M02544,2024-01-31,Education,South Africa,Mid-Market,Organic,2499.05,1,0,10.0
M02545,2025-03-17,Hospitality,South Africa,Mid-Market,Organic,4168.5,1,0,4.0
M02546,2024-04-24,Logistics,South Africa,SME,Sales Team,3863.06,1,1,13.0
M02547,2024-09-29,E-commerce,Kenya,SME,Partnership,3763.32,1,0,9.0
M02548,2025-01-25,Healthcare,Nigeria,Enterprise,Paid Ads,2356.98,1,1,4.0
M02549,2025-04-17,Education,Ghana,SME,Paid Ads,7180.01,1,1,0.0
M02550,2025-01-06,Hospitality,South Africa,Enterprise,Organic,4580.51,1,0,0.0
M02551,2025-02-17,SaaS,South Africa,Enterprise,Paid Ads,2692.94,1,1,5.0
M02552,2025-03-15,Gaming,South Africa,Enterprise,Partnership,1703.2,1,0,7.0
M02553,2025-01-28,Education,Ghana,Mid-Market,Sales Team,3949.87,1,0,5.0
M02554,2025-01-16,Logistics,Ghana,SME,Paid Ads,652.75,1,1,11.0
M02555,2025-02-13,Education,Nigeria,SME,Partnership,3597.05,1,0,0.0
M02556,2024-05-31,Healthcare,South Africa,SME,Partnership,5044.4,1,0,4.0
M02557,2024-05-20,Healthcare,Kenya,Enterprise,Paid Ads,2890.41,1,1,6.0
M02558,2025-02-04,E-commerce,Nigeria,Mid-Market,Partnership,4580.9,1,1,7.0
M02559,2024-12-04,Healthcare,Kenya,SME,Sales Team,4408.65,1,1,0.0
M02560,2024-08-24,E-commerce,South Africa,SME,Sales Team,6081.15,1,1,7.0
M02561,2024-01-19,Healthcare,South Africa,Enterprise,Partnership,1860.93,1,1,9.0
M02562,2024-04-21,Hospitality,Nigeria,Enterprise,Organic,611.44,1,0,16.0
M02563,2024-05-21,Healthcare,Nigeria,Mid-Market,Referral,2820.2,0,0,
M02564,2024-05-12,Education,Kenya,Mid-Market,Referral,2063.95,1,1,10.0
M02565,2024-04-26,Retail,Ghana,Enterprise,Organic,7981.74,1,1,12.0
M02566,2024-04-29,SaaS,Nigeria,SME,Partnership,7809.95,1,1,0.0
M02567,2025-03-16,Gaming,Kenya,SME,Partnership,1724.73,1,1,6.0
M02568,2025-01-02,Logistics,Nigeria,Enterprise,Paid Ads,1911.44,1,1,13.0
M02569,2025-05-14,Education,Nigeria,Enterprise,Paid Ads,9188.21,1,1,9.0
M02570,2024-10-03,E-commerce,Ghana,Mid-Market,Organic,8050.64,1,0,1.0
M02571,2024-02-09,Gaming,Nigeria,Enterprise,Organic,3248.68,0,0,
M02572,2024-05-01,Logistics,Kenya,Enterprise,Paid Ads,4259.51,1,1,10.0
M02573,2025-02-28,Hospitality,Nigeria,Enterprise,Sales Team,821.6,1,0,9.0
M02574,2025-03-24,Education,Ghana,SME,Paid Ads,1372.98,1,0,10.0
M02575,2024-11-06,Healthcare,Kenya,Mid-Market,Paid Ads,4064.09,1,1,0.0
M02576,2024-08-28,Education,Nigeria,SME,Paid Ads,2859.88,0,1,
M02577,2024-01-23,Education,Ghana,Enterprise,Organic,5089.08,1,1,0.0
M02578,2024-02-24,Logistics,Kenya,Enterprise,Partnership,7026.63,1,0,8.0
M02579,2025-02-05,Healthcare,Ghana,Mid-Market,Partnership,6519.36,0,0,
M02580,2024-01-17,Retail,South Africa,Enterprise,Organic,1242.12,1,0,1.0
M02581,2025-05-04,SaaS,Ghana,Enterprise,Partnership,2063.04,1,1,12.0
M02582,2024-10-21,Hospitality,Nigeria,Enterprise,Organic,928.94,1,1,9.0
M02583,2024-11-06,Gaming,South Africa,Mid-Market,Paid Ads,2907.36,1,1,8.0
M02584,2024-04-09,Education,Ghana,Mid-Market,Referral,6232.3,1,1,15.0
M02585,2025-02-13,Healthcare,Ghana,Mid-Market,Paid Ads,406.88,1,0,0.0
M02586,2025-01-18,SaaS,Ghana,Mid-Market,Sales Team,2914.96,1,1,5.0
M02587,2024-07-04,SaaS,Kenya,Enterprise,Partnership,10698.19,1,1,10.0
M02588,2024-02-09,Healthcare,South Africa,Enterprise,Referral,6490.19,1,1,0.0
M02589,2024-08-17,Hospitality,Ghana,Enterprise,Referral,6639.52,1,1,6.0
M02590,2025-04-18,Logistics,South Africa,Enterprise,Partnership,6370.94,1,0,9.0
M02591,2024-12-06,Retail,Kenya,Mid-Market,Paid Ads,2172.72,1,1,9.0
M02592,2024-06-09,SaaS,Nigeria,Mid-Market,Sales Team,2423.53,1,1,12.0
M02593,2024-09-15,Retail,South Africa,Enterprise,Referral,5728.75,1,0,5.0
M02594,2025-04-05,Retail,South Africa,SME,Referral,1982.34,1,1,6.0
M02595,2024-03-02,Hospitality,Kenya,Enterprise,Sales Team,6265.79,1,1,0.0
M02596,2025-01-15,SaaS,Ghana,SME,Sales Team,5790.58,1,1,0.0
M02597,2024-01-13,Retail,Nigeria,SME,Partnership,5399.32,1,0,13.0
M02598,2025-03-19,Hospitality,South Africa,Mid-Market,Referral,2649.87,1,1,11.0
M02599,2024-07-24,Logistics,Kenya,SME,Paid Ads,3140.24,1,1,13.0
M02600,2025-04-04,Healthcare,Nigeria,Enterprise,Organic,620.5,0,1,
M02601,2024-02-07,Healthcare,South Africa,Mid-Market,Sales Team,3357.73,1,1,6.0
M02602,2025-01-14,Hospitality,Kenya,Mid-Market,Referral,5329.8,1,1,2.0
M02603,2025-01-10,Retail,Nigeria,SME,Organic,3095.8,0,0,
M02604,2024-10-30,Healthcare,South Africa,Mid-Market,Paid Ads,9067.48,1,0,9.0
M02605,2024-08-12,Retail,Kenya,SME,Referral,7930.2,1,0,5.0
M02606,2024-06-01,Gaming,Kenya,SME,Partnership,3132.56,0,1,
M02607,2024-09-22,Hospitality,Kenya,Mid-Market,Sales Team,2711.19,1,1,15.0
M02608,2024-06-12,Retail,Ghana,SME,Referral,415.83,1,0,8.0
M02609,2024-08-08,Education,Kenya,SME,Paid Ads,2060.63,1,1,4.0
M02610,2024-05-25,Retail,Nigeria,Mid-Market,Paid Ads,3774.81,1,0,13.0
M02611,2024-09-06,Gaming,Ghana,SME,Paid Ads,2203.4,1,0,19.0
M02612,2025-04-25,Education,Nigeria,SME,Paid Ads,1736.27,1,0,12.0
M02613,2024-03-13,SaaS,Ghana,Enterprise,Partnership,5764.01,1,1,12.0
M02614,2025-01-21,Retail,Nigeria,Enterprise,Organic,4733.78,1,1,3.0
M02615,2025-05-06,Logistics,Nigeria,Mid-Market,Organic,2537.7,1,1,20.0
M02616,2024-07-08,Logistics,Kenya,Enterprise,Sales Team,1781.41,1,1,3.0
M02617,2025-01-09,Gaming,Ghana,Mid-Market,Paid Ads,6341.08,1,1,12.0
M02618,2025-04-15,SaaS,Nigeria,Mid-Market,Sales Team,2848.95,1,0,8.0
M02619,2024-09-09,Education,Nigeria,SME,Paid Ads,532.56,0,0,
M02620,2025-01-09,SaaS,Kenya,SME,Referral,1684.26,1,1,0.0
M02621,2025-01-07,SaaS,Kenya,SME,Partnership,1793.64,1,0,1.0
M02622,2024-06-20,Education,South Africa,Enterprise,Partnership,994.45,1,1,0.0
M02623,2024-12-10,SaaS,Kenya,SME,Sales Team,1586.8,1,1,6.0
M02624,2024-02-21,Healthcare,Ghana,Enterprise,Organic,5830.18,1,0,0.0
M02625,2025-04-30,E-commerce,Ghana,SME,Partnership,2485.91,0,0,
M02626,2024-07-11,Logistics,Ghana,Mid-Market,Sales Team,3279.92,1,1,9.0
M02627,2024-03-18,Gaming,Ghana,Enterprise,Sales Team,4415.52,0,0,
M02628,2024-05-24,Retail,Ghana,Enterprise,Organic,4294.28,1,0,12.0
