transaction_id,merchant_id,transaction_date,payment_method,transaction_value_ngn,transaction_success,failure_reason,paystack_revenue_ngn,refund_flag,fraud_flag
T0035992,M00901,2025-05-13,QR,26269.34,1,,394.04,0,0
T0035993,M01535,2024-05-07,Card,19635.02,1,,294.53,0,0
T0035994,M01461,2025-09-01,USSD,1104.56,1,,16.57,0,0
T0035995,M01866,2025-08-22,Card,15578.75,1,,233.68,0,0
T0035996,M02211,2024-09-05,USSD,3464.17,1,,51.96,0,0
T0035997,M00299,2026-02-23,Bank Transfer,60984.16,1,,914.76,0,0
T0035998,M01175,2026-04-19,Mobile Money,18930.51,0,Bank Downtime,0.0,0,0
T0035999,M02139,2024-12-07,USSD,12927.46,1,,193.91,0,0
T0036000,M00865,2024-08-29,USSD,3134.38,0,Insufficient Funds,0.0,0,0
T0036001,M02846,2024-12-24,Mobile Money,14155.67,1,,212.34,0,0
T0036002,M02621,2025-04-16,USSD,869.73,1,,13.05,1,0
T0036003,M00787,2025-10-28,Bank Transfer,29075.33,1,,436.13,0,0
T0036004,M00734,2024-07-19,USSD,4139.81,1,,62.1,0,0
T0036005,M01032,2025-07-14,Bank Transfer,175512.98,1,,2632.69,0,0
T0036006,M02391,2025-04-09,USSD,2345.41,1,,35.18,0,0
T0036007,M02707,2025-02-26,QR,118868.68,1,,1783.03,1,0
T0036008,M01883,2025-10-09,Mobile Money,32140.5,1,,482.11,0,0
T0036009,M02610,2024-07-23,Bank Transfer,7340.63,1,,110.11,0,0
T0036010,M02289,2025-07-07,Mobile Money,21909.73,1,,328.65,0,0
T0036011,M00032,2024-05-31,Bank Transfer,75886.32,1,,1138.29,0,0
T0036012,M01044,2025-04-07,Bank Transfer,16654.33,1,,249.81,0,0
T0036013,M02679,2024-10-05,Mobile Money,14426.21,0,Bank Downtime,0.0,0,0
T0036014,M00533,2024-09-22,Mobile Money,34272.8,1,,514.09,0,0
T0036015,M02924,2025-03-19,Mobile Money,4389.52,0,Card Declined,0.0,0,0
T0036016,M01321,2025-05-31,Mobile Money,11401.65,1,,171.02,0,0
T0036017,M01610,2025-01-07,Mobile Money,6907.65,1,,103.61,0,0
T0036018,M00932,2025-03-19,Bank Transfer,10894.17,1,,163.41,0,0
T0036019,M00313,2025-02-22,Bank Transfer,7321.32,1,,109.82,0,0
T0036020,M00473,2024-04-01,Mobile Money,3801.26,1,,57.02,0,0
T0036021,M00671,2025-06-25,USSD,15011.88,1,,225.18,0,0
T0036022,M01142,2024-09-28,Card,4101.83,1,,61.53,0,0
T0036023,M01701,2025-01-22,QR,101744.38,1,,1526.17,0,0
T0036024,M01568,2024-12-04,Mobile Money,78351.7,0,Card Declined,0.0,0,0
T0036025,M00165,2025-02-21,Card,10214.16,1,,153.21,0,0
T0036026,M02579,2025-07-09,Card,3532.71,1,,52.99,0,0
T0036027,M02871,2025-11-03,Bank Transfer,5457.86,1,,81.87,0,0
T0036028,M02328,2025-04-07,Mobile Money,18847.9,1,,282.72,0,0
T0036029,M02779,2025-11-24,Mobile Money,53471.82,1,,802.08,0,0
T0036030,M01579,2025-07-24,Bank Transfer,6695.6,1,,100.43,0,0
T0036031,M01605,2024-08-21,QR,3416.6,1,,51.25,0,0
T0036032,M02516,2024-07-29,USSD,15590.71,1,,233.86,0,0
T0036033,M02251,2025-11-01,Bank Transfer,14788.56,1,,221.83,0,0
T0036034,M02570,2025-06-03,Card,14771.64,1,,221.57,0,0
T0036035,M00188,2024-09-25,USSD,59360.27,1,,890.4,1,0
T0036036,M02577,2024-07-10,QR,23332.34,1,,349.99,0,0
T0036037,M01114,2025-04-26,Bank Transfer,3228.58,1,,48.43,0,0
T0036038,M02047,2025-07-11,QR,2471.94,1,,37.08,0,0
T0036039,M01967,2024-11-09,USSD,42187.24,1,,632.81,0,0
T0036040,M00487,2026-01-09,USSD,4387.57,1,,65.81,0,0
T0036041,M00041,2025-01-28,Mobile Money,15140.68,1,,227.11,1,0
T0036042,M00342,2024-07-13,QR,251273.81,1,,3769.11,0,0
T0036043,M00567,2026-02-16,Card,28012.94,1,,420.19,0,0
T0036044,M00572,2026-04-19,Card,3700.64,1,,55.51,0,0
T0036045,M01014,2026-02-10,USSD,4761.55,1,,71.42,0,0
T0036046,M02063,2025-10-12,Mobile Money,16510.37,1,,247.66,0,0
T0036047,M00113,2024-10-20,Bank Transfer,18990.49,1,,284.86,0,0
T0036048,M00581,2025-02-05,QR,20352.03,1,,305.28,0,0
T0036049,M00077,2025-12-13,USSD,4084.67,1,,61.27,0,0
T0036050,M01724,2025-07-28,QR,103352.74,1,,1550.29,0,0
T0036051,M02523,2025-01-23,Card,11974.35,1,,179.62,0,0
T0036052,M02374,2024-09-16,Mobile Money,4812.38,0,Fraud Flag,0.0,0,0
T0036053,M01334,2025-07-30,Mobile Money,14445.13,1,,216.68,0,0
T0036054,M00806,2025-06-07,USSD,14119.73,1,,211.8,0,0
T0036055,M02663,2024-11-21,QR,3600.55,1,,54.01,0,0
T0036056,M02053,2025-12-10,USSD,2264.52,1,,33.97,0,0
T0036057,M00175,2025-02-22,Mobile Money,2801.45,1,,42.02,0,0
T0036058,M00441,2026-01-27,Mobile Money,18188.52,1,,272.83,0,0
T0036059,M01343,2025-10-25,Bank Transfer,11032.72,1,,165.49,0,0
T0036060,M01211,2025-12-16,Mobile Money,2590.68,1,,38.86,0,0
T0036061,M02448,2024-09-25,QR,9016.42,1,,135.25,0,0
T0036062,M02492,2025-02-28,Card,5762.34,1,,86.44,0,0
T0036063,M00619,2025-04-19,Card,18033.75,1,,270.51,0,0
T0036064,M01325,2025-01-25,QR,6826.12,1,,102.39,0,0
T0036065,M01395,2025-01-11,USSD,85769.18,1,,1286.54,0,0
T0036066,M00643,2025-06-13,Bank Transfer,4163.48,1,,62.45,0,0
T0036067,M01210,2025-04-06,USSD,1536.89,1,,23.05,0,0
T0036068,M02238,2024-08-26,Card,23563.27,1,,353.45,0,0
T0036069,M00770,2024-07-02,Mobile Money,34086.47,1,,511.3,0,0
T0036070,M01559,2024-10-17,USSD,19505.09,1,,292.58,0,0
T0036071,M01205,2024-02-28,Card,2875.4,1,,43.13,0,0
T0036072,M00442,2024-10-01,QR,10504.43,1,,157.57,0,0
T0036073,M02102,2024-07-14,Card,7671.22,1,,115.07,0,0
T0036074,M01191,2025-05-19,USSD,14483.49,1,,217.25,0,0
T0036075,M00499,2025-11-07,Bank Transfer,38953.67,1,,584.31,0,0
T0036076,M01157,2025-01-14,Bank Transfer,26989.39,1,,404.84,0,0
T0036077,M02265,2025-10-21,Card,6407.65,1,,96.11,1,0
T0036078,M01654,2025-04-05,Mobile Money,3573.84,1,,53.61,0,0
T0036079,M00626,2025-02-10,USSD,7001.09,1,,105.02,0,0
T0036080,M00827,2024-10-07,QR,5852.61,1,,87.79,0,0
T0036081,M00051,2025-02-15,QR,35842.76,1,,537.64,0,0
T0036082,M01294,2025-09-13,USSD,3397.4,1,,50.96,0,0
T0036083,M02592,2024-08-30,Bank Transfer,26412.19,1,,396.18,0,0
T0036084,M00919,2024-11-26,Card,11659.05,1,,174.89,0,0
T0036085,M00353,2024-12-15,Card,5525.41,0,Bank Downtime,0.0,0,0
T0036086,M00514,2025-06-28,Bank Transfer,6509.42,1,,97.64,0,0
T0036087,M00902,2025-09-25,Card,15090.41,1,,226.36,0,0
T0036088,M02882,2025-11-08,Card,3832.67,0,Fraud Flag,0.0,0,0
T0036089,M00141,2025-08-25,Card,2185.7,1,,32.79,0,0
T0036090,M00645,2025-02-17,USSD,2347.04,1,,35.21,0,0
T0036091,M02585,2025-05-09,Mobile Money,36992.43,1,,554.89,0,0
T0036092,M02319,2025-07-28,Bank Transfer,3582.93,1,,53.74,0,0
T0036093,M00397,2025-06-01,Mobile Money,14063.22,1,,210.95,0,0
T0036094,M00968,2025-08-23,Bank Transfer,723.02,1,,10.85,0,0
T0036095,M01139,2024-04-03,QR,4258.35,1,,63.88,0,0
T0036096,M00079,2026-02-02,Card,14873.34,1,,223.1,0,0
T0036097,M01127,2025-02-16,QR,4110.82,1,,61.66,0,0
T0036098,M02973,2024-12-12,Card,10501.19,1,,157.52,0,0
T0036099,M01460,2024-10-08,Bank Transfer,18625.74,1,,279.39,0,0
T0036100,M01467,2024-10-08,QR,94896.41,1,,1423.45,0,0
T0036101,M00634,2025-12-08,QR,2720.85,1,,40.81,0,0
T0036102,M00021,2025-05-08,Bank Transfer,12347.32,1,,185.21,0,0
T0036103,M00301,2024-06-29,USSD,45350.55,1,,680.26,0,0
T0036104,M00846,2025-03-01,Mobile Money,142761.32,1,,2141.42,0,0
T0036105,M00225,2024-12-01,Mobile Money,66413.65,1,,996.2,0,0
T0036106,M01626,2026-03-05,Bank Transfer,10084.96,1,,151.27,0,0
T0036107,M00450,2024-05-29,Card,22811.91,1,,342.18,0,1
T0036108,M00612,2025-06-01,QR,9204.71,1,,138.07,0,0
T0036109,M01027,2024-11-10,Card,3032.53,1,,45.49,0,0
T0036110,M02485,2024-10-02,QR,10426.61,1,,156.4,0,0
T0036111,M00779,2025-05-27,Mobile Money,24500.22,1,,367.5,0,0
T0036112,M00691,2025-03-11,QR,22530.98,1,,337.96,0,0
T0036113,M01829,2025-02-22,USSD,4284.03,1,,64.26,0,0
T0036114,M02778,2025-04-09,Bank Transfer,53105.68,1,,796.59,0,0
T0036115,M01432,2025-01-26,Card,4580.31,1,,68.7,0,0
T0036116,M02893,2025-08-10,Mobile Money,10362.68,1,,155.44,0,0
T0036117,M00604,2025-04-02,QR,27819.92,1,,417.3,0,0
T0036118,M01219,2024-06-14,Card,28805.32,1,,432.08,0,0
T0036119,M01096,2025-09-30,Mobile Money,24721.73,1,,370.83,0,0
T0036120,M01688,2025-05-09,Bank Transfer,6976.84,1,,104.65,0,0
T0036121,M00033,2024-03-30,Card,25942.19,1,,389.13,0,0
T0036122,M00692,2024-05-14,USSD,7623.36,1,,114.35,0,0
T0036123,M00505,2025-09-07,USSD,7857.83,1,,117.87,0,0
T0036124,M02889,2025-05-27,QR,3966.6,1,,59.5,0,0
T0036125,M02129,2024-06-21,Bank Transfer,4642.38,1,,69.64,0,0
T0036126,M01905,2025-03-21,QR,4656.81,1,,69.85,0,0
T0036127,M02304,2025-06-03,Mobile Money,15075.89,1,,226.14,0,0
T0036128,M00293,2024-04-15,Card,3424.97,1,,51.37,0,0
T0036129,M00523,2025-10-22,Bank Transfer,35270.49,1,,529.06,0,0
T0036130,M02340,2025-11-09,QR,86267.73,1,,1294.02,0,0
T0036131,M01688,2025-06-06,USSD,31067.12,1,,466.01,0,0
T0036132,M00496,2025-10-15,Mobile Money,2259.15,1,,33.89,0,0
T0036133,M02256,2025-08-16,USSD,157196.75,1,,2357.95,0,0
T0036134,M00078,2025-10-04,Card,7133.73,1,,107.01,0,0
T0036135,M02144,2025-01-07,QR,5621.76,1,,84.33,0,0
T0036136,M01812,2024-01-28,Card,22184.78,1,,332.77,0,0
T0036137,M00897,2026-04-02,Card,13624.42,1,,204.37,0,0
T0036138,M01523,2024-11-11,QR,46885.24,1,,703.28,0,0
T0036139,M00143,2024-12-26,Bank Transfer,6173.89,1,,92.61,0,0
T0036140,M01842,2024-04-26,QR,9574.96,1,,143.62,0,0
T0036141,M01942,2025-05-15,Card,6940.83,1,,104.11,0,0
T0036142,M00658,2024-10-16,QR,4966.28,1,,74.49,0,0
T0036143,M00622,2025-01-26,Bank Transfer,11777.99,1,,176.67,0,0
T0036144,M00791,2025-05-25,Bank Transfer,38718.9,1,,580.78,0,0
T0036145,M00941,2024-08-17,Bank Transfer,44318.56,1,,664.78,0,0
T0036146,M02844,2025-03-10,Card,5106.15,1,,76.59,0,0
T0036147,M02400,2025-04-13,Card,2283.6,0,Card Declined,0.0,0,0
T0036148,M02866,2025-06-28,Bank Transfer,52299.66,1,,784.49,0,0
T0036149,M01582,2025-05-18,Bank Transfer,29447.55,1,,441.71,0,0
T0036150,M00417,2025-07-08,Bank Transfer,15144.12,1,,227.16,0,0
T0036151,M01097,2024-11-13,Bank Transfer,5194.0,1,,77.91,0,0
T0036152,M01852,2025-03-05,Bank Transfer,1793.67,1,,26.91,0,0
T0036153,M01701,2025-01-14,Bank Transfer,2830.35,1,,42.46,0,0
T0036154,M00557,2024-09-07,QR,6144.43,1,,92.17,0,0
T0036155,M02152,2025-03-30,Mobile Money,2140.95,1,,32.11,0,0
T0036156,M00231,2024-06-26,Mobile Money,21976.31,1,,329.64,0,0
T0036157,M01743,2024-10-29,QR,59955.42,1,,899.33,0,0
T0036158,M01129,2024-09-19,QR,9314.02,1,,139.71,0,0
T0036159,M01974,2024-12-24,USSD,43219.78,0,Network Timeout,0.0,0,0
T0036160,M00557,2024-08-31,Mobile Money,12145.43,1,,182.18,0,0
T0036161,M02340,2025-06-13,USSD,10759.02,1,,161.39,0,0
T0036162,M02985,2025-06-20,Bank Transfer,7231.51,1,,108.47,0,0
T0036163,M02700,2025-09-20,Card,12169.68,1,,182.55,0,0
T0036164,M01945,2025-05-19,Bank Transfer,9750.77,1,,146.26,0,0
T0036165,M00688,2025-08-13,Mobile Money,24526.08,1,,367.89,0,0
T0036166,M01402,2024-10-01,QR,2009.22,1,,30.14,0,0
T0036167,M02173,2025-11-21,Card,7431.46,1,,111.47,0,0
T0036168,M01159,2025-05-17,Mobile Money,3372.53,1,,50.59,0,0
T0036169,M01381,2025-09-15,QR,54425.43,1,,816.38,0,0
T0036170,M00813,2024-12-08,Mobile Money,65752.41,1,,986.29,0,1
T0036171,M02466,2025-08-09,Card,24994.62,1,,374.92,0,0
T0036172,M00823,2024-05-06,QR,824.43,0,Fraud Flag,0.0,0,0
T0036173,M01208,2025-03-20,Card,9899.38,1,,148.49,0,1
T0036174,M01100,2025-05-25,USSD,7629.76,1,,114.45,0,0
T0036175,M01761,2025-07-13,Mobile Money,49206.97,1,,738.1,0,0
T0036176,M01399,2025-07-29,USSD,39210.17,1,,588.15,0,0
T0036177,M02217,2025-08-20,Bank Transfer,29273.37,1,,439.1,0,0
T0036178,M01597,2025-12-25,Mobile Money,13170.04,1,,197.55,0,0
T0036179,M02397,2025-02-07,Card,23689.4,1,,355.34,0,0
T0036180,M02231,2025-05-19,USSD,9269.11,1,,139.04,0,0
T0036181,M01471,2025-02-18,Card,20401.88,1,,306.03,0,0
T0036182,M02828,2024-08-29,Card,1992.1,1,,29.88,0,0
T0036183,M00089,2025-05-19,USSD,10493.27,1,,157.4,0,0
T0036184,M01963,2025-07-04,Card,30809.75,1,,462.15,0,0
T0036185,M02590,2026-01-28,QR,411183.6,1,,6167.75,0,0
T0036186,M00635,2025-07-12,Card,51502.18,0,Card Declined,0.0,0,0
T0036187,M01946,2024-09-16,Card,4613.88,1,,69.21,0,0
T0036188,M02609,2024-12-01,Mobile Money,26214.48,1,,393.22,0,0
T0036189,M00962,2025-09-26,Bank Transfer,5303.0,1,,79.55,0,0
T0036190,M00124,2024-03-11,Mobile Money,6822.31,0,Bank Downtime,0.0,0,0
T0036191,M01459,2025-01-19,Bank Transfer,12063.78,0,Network Timeout,0.0,0,0
T0036192,M02487,2025-01-06,Bank Transfer,8299.98,0,Fraud Flag,0.0,0,0
T0036193,M02286,2024-11-17,Mobile Money,2282.94,1,,34.24,0,0
T0036194,M01289,2024-07-05,USSD,14082.64,1,,211.24,0,0
T0036195,M02742,2025-06-21,USSD,15180.35,1,,227.71,0,0
T0036196,M02090,2024-07-16,Mobile Money,5762.85,1,,86.44,0,0
T0036197,M00303,2026-02-01,Mobile Money,25721.59,1,,385.82,0,0
T0036198,M02273,2024-06-05,Card,1661.15,1,,24.92,0,0
T0036199,M00944,2025-08-31,QR,1760.17,1,,26.4,0,0
T0036200,M01453,2025-04-03,Mobile Money,24445.06,1,,366.68,0,0
T0036201,M01776,2024-10-02,Card,11394.76,1,,170.92,0,0
T0036202,M02103,2025-05-23,QR,6254.94,1,,93.82,0,0
T0036203,M02273,2024-07-28,USSD,20435.77,1,,306.54,0,0
T0036204,M00500,2024-09-10,USSD,1581.23,1,,23.72,0,0
T0036205,M01518,2024-10-13,Card,6003.54,1,,90.05,1,0
T0036206,M02304,2025-01-15,Mobile Money,8263.75,1,,123.96,0,0
T0036207,M01939,2025-08-05,Bank Transfer,99586.57,1,,1493.8,0,0
T0036208,M01194,2025-08-14,Bank Transfer,14049.02,1,,210.74,0,0
T0036209,M01939,2025-07-20,Mobile Money,7984.88,1,,119.77,0,0
T0036210,M02549,2026-03-24,QR,17543.1,1,,263.15,0,0
T0036211,M01142,2025-07-22,USSD,8082.29,1,,121.23,0,0
T0036212,M01486,2026-03-20,Bank Transfer,26328.52,1,,394.93,0,0
T0036213,M00109,2025-06-01,USSD,1406.05,1,,21.09,0,0
T0036214,M00588,2025-10-17,Mobile Money,8786.84,1,,131.8,0,0
T0036215,M01707,2024-12-02,Bank Transfer,7375.16,1,,110.63,0,0
T0036216,M02259,2025-01-21,Card,4339.3,1,,65.09,0,0
T0036217,M02904,2025-02-13,Mobile Money,6497.13,1,,97.46,1,0
T0036218,M00975,2025-02-28,Mobile Money,5204.17,1,,78.06,0,0
T0036219,M01129,2025-06-03,Bank Transfer,12921.63,1,,193.82,0,0
T0036220,M02195,2024-07-16,QR,38987.77,1,,584.82,0,1
T0036221,M02972,2025-05-12,USSD,10321.08,0,Network Timeout,0.0,0,0
T0036222,M02331,2024-11-20,Mobile Money,20805.73,1,,312.09,0,0
T0036223,M02208,2025-03-09,USSD,11983.64,0,Bank Downtime,0.0,0,0
T0036224,M01420,2024-07-19,USSD,17561.76,0,Insufficient Funds,0.0,0,0
T0036225,M00447,2025-04-11,USSD,6062.94,1,,90.94,0,0
T0036226,M02244,2025-01-30,Mobile Money,1457.32,1,,21.86,0,0
T0036227,M02646,2026-03-04,Card,14839.16,1,,222.59,0,0
T0036228,M01147,2025-01-03,Card,43548.77,1,,653.23,0,0
T0036229,M01559,2024-09-29,Mobile Money,2826.6,1,,42.4,0,0
T0036230,M01918,2025-07-05,QR,56804.2,1,,852.06,0,0
T0036231,M02983,2024-09-14,USSD,17341.24,1,,260.12,0,0
T0036232,M02903,2024-10-31,QR,79856.99,1,,1197.85,0,0
T0036233,M02837,2025-03-05,QR,5110.12,1,,76.65,0,0
T0036234,M00527,2025-01-06,Card,17734.73,1,,266.02,0,0
T0036235,M02274,2025-04-04,Card,3330.22,1,,49.95,0,0
T0036236,M01350,2025-05-18,Card,4684.59,1,,70.27,0,0
T0036237,M01228,2025-07-20,QR,6426.1,1,,96.39,0,0
T0036238,M01214,2024-08-29,QR,7080.98,1,,106.21,0,0
T0036239,M02832,2025-07-22,USSD,2727.61,1,,40.91,0,0
T0036240,M00009,2026-01-20,USSD,25971.58,1,,389.57,0,0
T0036241,M00809,2025-07-31,Mobile Money,18664.77,1,,279.97,0,0
T0036242,M01095,2024-12-10,QR,68685.58,1,,1030.28,0,0
T0036243,M01987,2025-10-18,Mobile Money,72902.45,1,,1093.54,0,0
T0036244,M02113,2024-08-22,QR,1783.75,0,Card Declined,0.0,0,0
T0036245,M01741,2025-06-11,USSD,23949.88,1,,359.25,0,0
T0036246,M01326,2025-05-28,Bank Transfer,14125.0,1,,211.88,0,0
T0036247,M00296,2025-10-07,USSD,17740.13,1,,266.1,0,0
T0036248,M00144,2025-08-31,Card,46259.81,1,,693.9,1,0
T0036249,M02809,2025-04-12,Mobile Money,8980.1,1,,134.7,0,0
T0036250,M00452,2025-04-14,Mobile Money,23249.56,1,,348.74,0,0
T0036251,M00717,2025-04-16,Card,14471.21,1,,217.07,0,0
T0036252,M00967,2025-02-04,QR,14344.17,1,,215.16,0,0
T0036253,M00812,2025-09-29,USSD,16883.35,1,,253.25,0,0
T0036254,M01089,2025-12-30,QR,14019.42,1,,210.29,0,0
T0036255,M02990,2026-02-23,Bank Transfer,16050.2,1,,240.75,0,0
T0036256,M01314,2025-04-13,Bank Transfer,500.0,1,,7.5,0,0
T0036257,M01673,2025-05-13,Bank Transfer,23136.82,1,,347.05,0,0
T0036258,M02547,2025-05-08,Mobile Money,4442.44,1,,66.64,0,0
T0036259,M01911,2024-12-01,Card,4232.85,1,,63.49,0,0
T0036260,M01789,2025-08-17,Mobile Money,17016.27,1,,255.24,0,0
T0036261,M02685,2025-10-30,Bank Transfer,13395.38,0,Fraud Flag,0.0,0,0
T0036262,M00713,2025-11-10,USSD,3780.52,1,,56.71,0,0
T0036263,M01509,2024-11-05,QR,3161.69,1,,47.43,0,0
T0036264,M00190,2024-08-16,Card,4754.26,1,,71.31,0,0
T0036265,M02932,2025-12-16,USSD,25153.65,0,Fraud Flag,0.0,0,0
T0036266,M01475,2025-08-30,Mobile Money,5948.57,1,,89.23,0,0
T0036267,M00655,2024-04-21,QR,6830.92,1,,102.46,1,0
T0036268,M00316,2025-01-03,QR,32484.69,1,,487.27,0,0
T0036269,M01593,2024-12-22,USSD,37017.12,0,Card Declined,0.0,0,0
T0036270,M00995,2024-08-10,Card,12043.67,1,,180.66,0,0
T0036271,M02662,2024-10-19,Mobile Money,15795.36,1,,236.93,0,0
T0036272,M01806,2025-01-29,Mobile Money,4429.73,1,,66.45,0,0
T0036273,M02684,2024-08-16,Card,11912.5,1,,178.69,0,0
T0036274,M01790,2024-11-01,USSD,27023.32,1,,405.35,0,0
T0036275,M00695,2025-03-12,Mobile Money,18408.97,1,,276.13,0,0
T0036276,M00861,2025-09-20,Bank Transfer,3034.38,1,,45.52,0,0
T0036277,M02590,2026-05-11,QR,21555.75,1,,323.34,0,0
T0036278,M00062,2024-09-26,Bank Transfer,4720.24,1,,70.8,0,0
T0036279,M00849,2025-02-09,Bank Transfer,2809.78,1,,42.15,0,0
T0036280,M02969,2025-01-11,QR,9381.17,1,,140.72,0,0
T0036281,M01221,2024-12-13,USSD,56791.24,1,,851.87,0,0
T0036282,M01411,2025-01-25,USSD,2365.76,1,,35.49,0,0
T0036283,M01054,2025-04-26,Card,114976.65,0,Insufficient Funds,0.0,0,0
T0036284,M01234,2025-02-11,Card,8578.05,1,,128.67,0,0
T0036285,M01834,2025-02-04,Mobile Money,30249.07,1,,453.74,0,0
T0036286,M01879,2025-10-07,Bank Transfer,42919.34,1,,643.79,0,0
T0036287,M00132,2025-01-30,Bank Transfer,29066.32,1,,435.99,0,0
T0036288,M01260,2025-09-18,QR,51959.64,1,,779.39,0,0
T0036289,M01085,2025-07-16,Card,37638.4,1,,564.58,0,0
T0036290,M00457,2025-05-05,Bank Transfer,3542.98,1,,53.14,0,0
T0036291,M02490,2025-08-17,Mobile Money,32032.66,0,Network Timeout,0.0,0,0
T0036292,M01199,2025-03-31,Card,114446.33,1,,1716.69,0,0
T0036293,M02281,2025-02-09,USSD,5232.67,1,,78.49,0,0
T0036294,M00392,2024-12-03,QR,644.1,1,,9.66,0,0
T0036295,M01537,2024-12-23,Bank Transfer,75208.49,1,,1128.13,0,0
T0036296,M01176,2024-04-04,Bank Transfer,5981.28,1,,89.72,0,0
T0036297,M00073,2025-03-29,USSD,29791.17,1,,446.87,0,0
T0036298,M01751,2025-01-01,QR,6307.3,1,,94.61,0,0
T0036299,M02715,2025-06-08,QR,4622.23,1,,69.33,0,0
T0036300,M01809,2025-06-20,Mobile Money,46148.63,1,,692.23,0,0
T0036301,M01769,2025-10-20,USSD,17616.15,1,,264.24,1,0
T0036302,M00351,2025-02-17,Bank Transfer,22775.06,1,,341.63,0,0
T0036303,M02958,2024-05-21,QR,17276.25,1,,259.14,0,0
T0036304,M02255,2024-08-16,Bank Transfer,9065.98,1,,135.99,0,0
T0036305,M00764,2025-02-28,Bank Transfer,29566.78,1,,443.5,0,0
T0036306,M00320,2025-05-20,Bank Transfer,35180.58,1,,527.71,1,0
T0036307,M02469,2025-09-30,Bank Transfer,6172.97,1,,92.59,0,0
T0036308,M02634,2025-06-28,QR,120141.61,1,,1802.12,0,0
T0036309,M02128,2025-06-27,QR,67558.72,1,,1013.38,0,0
T0036310,M00023,2025-03-14,USSD,16301.56,1,,244.52,0,0
T0036311,M00451,2025-03-29,QR,12868.34,1,,193.03,0,0
T0036312,M02558,2025-05-20,Mobile Money,26968.15,1,,404.52,0,0
T0036313,M01696,2026-01-10,QR,28718.51,1,,430.78,0,0
T0036314,M01811,2024-01-12,QR,5359.82,1,,80.4,0,0
T0036315,M01768,2024-09-26,QR,6252.23,0,Network Timeout,0.0,0,0
T0036316,M01459,2024-08-22,Mobile Money,6744.01,1,,101.16,0,0
T0036317,M01351,2025-09-03,USSD,30357.49,1,,455.36,0,0
T0036318,M02384,2024-09-02,Card,9576.01,1,,143.64,0,0
T0036319,M02393,2024-10-17,Bank Transfer,15619.07,0,Bank Downtime,0.0,0,0
T0036320,M01572,2025-01-15,Mobile Money,21829.19,1,,327.44,0,0
T0036321,M00402,2025-06-28,Card,57082.81,1,,856.24,0,0
T0036322,M02579,2025-12-23,Mobile Money,4112.02,1,,61.68,0,0
T0036323,M00713,2025-01-25,Bank Transfer,4281.03,1,,64.22,0,0
T0036324,M02245,2025-02-11,Card,2681.59,1,,40.22,0,0
T0036325,M01235,2025-12-02,Mobile Money,4589.55,1,,68.84,0,1
T0036326,M01882,2025-05-02,QR,3706.03,1,,55.59,0,0
T0036327,M00593,2025-04-13,QR,22929.01,1,,343.94,0,0
T0036328,M01373,2024-08-31,Mobile Money,24703.33,1,,370.55,0,0
T0036329,M02571,2024-11-19,Bank Transfer,14949.98,1,,224.25,0,0
T0036330,M02166,2025-12-06,Card,23111.15,1,,346.67,0,0
T0036331,M01222,2024-12-10,Mobile Money,22258.08,1,,333.87,0,0
T0036332,M00721,2025-09-13,USSD,11613.34,1,,174.2,0,0
T0036333,M02610,2024-05-30,Bank Transfer,3355.02,1,,50.33,0,0
T0036334,M00310,2024-08-02,Mobile Money,18190.76,0,Bank Downtime,0.0,0,0
T0036335,M01739,2025-12-21,Mobile Money,3422.03,1,,51.33,0,0
T0036336,M00416,2026-02-04,Bank Transfer,59402.45,1,,891.04,0,0
T0036337,M01132,2025-03-11,Bank Transfer,5572.37,1,,83.59,0,0
T0036338,M02476,2024-12-26,Mobile Money,979.87,1,,14.7,0,0
T0036339,M00517,2024-06-12,QR,7568.55,1,,113.53,1,0
T0036340,M00542,2026-03-06,Bank Transfer,45898.4,1,,688.48,0,0
T0036341,M00753,2026-01-18,USSD,8702.97,1,,130.54,0,0
T0036342,M00928,2024-11-27,Bank Transfer,1008.99,1,,15.13,0,0
T0036343,M02837,2025-07-03,Card,5177.77,1,,77.67,0,0
T0036344,M00318,2024-07-09,Bank Transfer,6125.79,1,,91.89,0,0
T0036345,M00850,2026-05-20,USSD,18832.05,1,,282.48,0,0
T0036346,M02976,2025-09-24,QR,7014.44,1,,105.22,0,0
T0036347,M00290,2025-03-28,QR,3053.02,1,,45.8,0,0
T0036348,M00464,2025-04-22,Card,19165.87,1,,287.49,0,0
T0036349,M00737,2025-03-12,USSD,4991.81,1,,74.88,0,0
T0036350,M02850,2025-05-26,Card,2809.24,1,,42.14,0,0
T0036351,M01375,2025-11-27,Bank Transfer,4744.89,1,,71.17,0,0
T0036352,M02028,2025-11-23,QR,13091.88,1,,196.38,0,0
T0036353,M02521,2025-03-07,USSD,10351.81,1,,155.28,0,0
T0036354,M00056,2024-06-12,Card,28712.56,1,,430.69,0,0
T0036355,M02271,2025-05-27,QR,9457.93,0,Card Declined,0.0,0,0
T0036356,M00237,2024-08-30,Mobile Money,32855.17,1,,492.83,0,0
T0036357,M00979,2025-04-27,Card,28740.91,1,,431.11,0,0
T0036358,M01215,2025-01-19,Card,32792.81,1,,491.89,0,0
T0036359,M01251,2025-03-17,USSD,10908.84,1,,163.63,0,1
T0036360,M00743,2024-11-23,Bank Transfer,8105.61,1,,121.58,0,0
T0036361,M01678,2025-05-07,Mobile Money,19291.92,0,Bank Downtime,0.0,0,0
